;"1294.86882";"1298.27941";"1301.68565";"1305.08752";"1308.48502";"1313.00824";"1316.39557";"1319.77853";"1323.15713";"1326.53136";"1329.90123";"1333.26674";"1337.74729";"1341.10262";"1344.45358";"1347.80018";"1351.14241";"1354.48029";"1357.81379";"1361.14294";"1365.57501";"1368.89397";"1372.20857";"1375.5188";"1378.82468";"1382.12618";"1385.42333";"1389.81273";"1393.0997";"1396.3823";"1399.66053";"1402.9344";"1406.20391";"1409.46906";"1413.8158";"1417.07076";"1420.32136";"1423.5676";"1426.80947";"1430.04698";"1433.28013";"1437.5842";"1440.80716";"1444.02577";"1447.24";"1450.44988";"1453.65539";"1456.85653";"1461.11794";"1464.3089";"1467.49551";"1470.67774";"1473.85562";"1477.02913";"1480.19828";"1484.41702";"1487.57598";"1490.73058";"1493.88082";"1497.0267";"1500.16821";"1503.30536";"1507.48143";"1510.6084";"1513.731";"1516.84924";"1519.96312";"1523.07263";"1526.17778";"1530.31119";"1533.40615";"1536.49675";"1539.58299";"1542.66487";"1545.74238";"1548.81553";"1552.90628";"1555.96924";"1559.02785";"1562.08209";"1565.13196";"1568.17748";"1571.21863";"1574.25541";"1578.29767";"1581.32428";"1584.34652";"1587.3644";"1590.37791";"1593.38706";"1596.39185";"1600.39144";"1603.38604";"1606.37629";"1609.36216";"1612.34368";"1615.32083";"1618.29362";"1622.25054";"1625.21315";"1628.17139";"1631.12527"
"1";0,0001227392;0,0001620427;0,0001873351;0,0002017049;0,0002112426;0,0002175452;0,0002261393;0,0002519682;0,0002755041;0,0002857661;0,0002924419;0,000309625;0,0003039544;0,0003010731;0,0002711828;0,0001961296;9,788127E-05;-2,241274E-05;-0,0001366289;-0,000228114;-0,000277644;-0,0002921073;-0,0002542147;-0,0001556996;-1,505661E-05;0,0001570572;0,0003238429;0,0005328134;0,0006697042;0,0007527441;0,0007725712;0,0007204603;0,0006050176;0,000436944;0,0002492615;2,683254E-05;-0,0001576437;-0,0003102553;-0,0004353169;-0,0004857095;-0,0004960212;-0,0004133385;-0,000350344;-0,0002746846;-0,0002171913;-0,0001694654;-0,0001503862;-0,0001369101;-0,0001376227;-0,0001822964;-0,0002289302;-0,0002889221;-0,000351739;-0,0003945149;-0,0004378328;-0,000456501;-0,0004609468;-0,0004379814;-0,00040367;-0,0003420328;-0,0002621765;-0,0001547024;-7,398511E-05;-3,459747E-06;5,919521E-05;9,813675E-05;0,0001266852;0,0001249807;0,0001090353;5,699255E-05;2,226399E-05;-2,39255E-05;-4,317868E-05;-6,134747E-05;-5,138785E-05;-3,34855E-05;-3,337098E-05;-1,605385E-05;1,058273E-06;3,47427E-06;-3,888592E-06;-2,308999E-05;-6,366355E-05;-0,0001312151;-0,0001940918;-0,0002601469;-0,0002881962;-0,0003240157;-0,0003304019;-0,0003069054;-0,0002650001;-0,0002100842;-0,0001268246;-4,201164E-05;3,546389E-05;0,0001147351;0,0001340415;0,0001600872;0,0001606078;0,0001694229;0,0002128102;0,0002161875
"2";0,0001305655;0,0001579492;0,000186094;0,0001987588;0,0002007789;0,0002058953;0,0002140417;0,0002354977;0,000248927;0,000265236;0,0002814577;0,0002899272;0,000282348;0,0002852796;0,0002579298;0,0001847624;9,60649E-05;-2,113442E-05;-0,0001296783;-0,0002229443;-0,0002677778;-0,0002730753;-0,0002348497;-0,0001399061;-2,485453E-06;0,0001553102;0,0003269861;0,0005246784;0,0006580075;0,0007280123;0,0007459517;0,0006858466;0,0005701483;0,0004057709;0,0002316339;2,779289E-05;-0,0001600306;-0,0003012136;-0,0004051294;-0,0004658211;-0,0004672368;-0,0003965014;-0,0003348725;-0,0002694655;-0,0002016278;-0,0001596737;-0,0001366258;-0,0001284889;-0,0001410226;-0,0001900561;-0,0002430719;-0,0002872852;-0,0003518002;-0,0003952165;-0,0004219975;-0,0004331128;-0,0004416678;-0,0004272624;-0,0003841033;-0,0003294279;-0,0002530089;-0,0001778666;-8,434072E-05;-4,930567E-06;6,898196E-05;0,0001155688;0,0001381915;0,0001561251;0,000123216;6,029924E-05;1,417287E-05;-2,243527E-05;-5,056727E-05;-6,893644E-05;-5,923078E-05;-4,754672E-05;-1,377828E-05;-8,993287E-06;2,390152E-06;2,999237E-06;7,627532E-07;-7,37689E-06;-6,86134E-05;-0,0001261055;-0,0001961297;-0,000265934;-0,0002957901;-0,0003021265;-0,0002957855;-0,0002805009;-0,0002358128;-0,0001851617;-0,0001233389;-3,595989E-05;4,028466E-05;0,00010585;0,0001312268;0,0001617551;0,0001528653;0,0001746769;0,0002021799;0,0001952211
"4";6,326113E-05;8,624587E-05;0,000108198;0,0001212362;0,0001320862;0,0001438785;0,0001597675;0,0001671657;0,0001726891;0,0001745071;0,0001756416;0,0001705623;0,0001545636;0,0001454944;0,0001162734;8,270207E-05;3,657732E-05;-9,904878E-06;-5,203779E-05;-8,898175E-05;-0,0001089916;-0,0001153038;-0,0001000564;-4,583882E-05;1,706666E-05;9,171593E-05;0,0001756819;0,0002926484;0,0003788171;0,0004408225;0,0004520006;0,0004244553;0,000358969;0,0002587381;0,0001621332;6,337131E-05;-1,797845E-05;-7,794565E-05;-0,0001334614;-0,0001576682;-0,000148838;-0,0001149597;-9,842271E-05;-9,07177E-05;-0,0001022609;-0,0001099032;-0,0001251245;-0,0001307771;-0,0001201909;-0,0001377522;-0,0001796072;-0,0002256837;-0,0002947983;-0,0003534293;-0,0004030266;-0,0004423851;-0,0004681624;-0,0004553216;-0,0004096524;-0,0003437038;-0,0002480653;-0,000132692;-2,012952E-05;7,370854E-05;0,0001496704;0,0002101985;0,0002312622;0,0002239558;0,0001919181;0,0001333953;7,770373E-05;2,081931E-05;-3,78165E-05;-7,870389E-05;-9,496932E-05;-9,653822E-05;-8,328701E-05;-6,735939E-05;-5,379919E-05;-3,878467E-05;-4,273577E-05;-4,793782E-05;-4,187142E-05;-6,956852E-05;-0,0001048771;-0,000156949;-0,0001866697;-0,0001975906;-0,0001987476;-0,0001864256;-0,0001550469;-0,000116288;-7,985751E-05;-2,904472E-05;5,417212E-06;3,721083E-05;8,740164E-05;9,147069E-05;0,0001077716;0,0001001129;0,0001538687;0,0001707836
"5";0,0001127794;0,0001324014;0,0001478942;0,0001529897;0,0001529283;0,000151818;0,0001592615;0,0001898157;0,0002031205;0,0002238881;0,0002310245;0,0002609631;0,0002525987;0,0002495879;0,00023532;0,000176734;0,0001001874;1,239346E-05;-6,284424E-05;-0,0001022092;-7,111362E-05;-3,343888E-05;-7,398456E-06;2,651903E-05;8,081285E-05;0,0001602182;0,0002444439;0,000390265;0,0005010228;0,0005566465;0,0005881884;0,0005785924;0,0005245896;0,0004365383;0,0003211588;0,0001180495;-9,449232E-05;-0,0002638508;-0,0003932724;-0,000467804;-0,0004801924;-0,0004163512;-0,000365485;-0,0003240258;-0,0002653554;-0,0002225612;-0,0001956286;-0,000178174;-0,0001747076;-0,0002059081;-0,0002407157;-0,0002841598;-0,0003478296;-0,0003936946;-0,0004132973;-0,0004331919;-0,0004441987;-0,0004187152;-0,0003766385;-0,0003137472;-0,000230197;-0,0001484565;-7,234944E-05;-8,719508E-08;6,364257E-05;9,800546E-05;0,000126511;0,0001387153;0,0001190577;6,743221E-05;3,025052E-05;-2,978544E-06;-3,239478E-05;-4,099082E-05;-3,060902E-05;-2,499681E-05;-1,008387E-05;-3,652327E-06;6,79848E-06;1,838699E-05;1,529086E-05;6,289949E-06;-4,366692E-05;-0,0001037151;-0,0001761439;-0,0002483578;-0,0002695425;-0,000293206;-0,0003048061;-0,0002966582;-0,0002567244;-0,0002121737;-0,0001490206;-4,696976E-05;1,49985E-05;7,33357E-05;0,0001107077;0,0001430222;0,0001485329;0,0001549693;0,0001853296;0,0001655157
"6";0,0001028231;0,0001416711;0,0001656933;0,0001653668;0,0001559034;0,000160538;0,0001631915;0,0001846977;0,0002136586;0,0002253248;0,0002323431;0,0002442549;0,0002540238;0,00024404;0,0002209034;0,0001621397;8,47851E-05;-8,531351E-07;-6,796881E-05;-8,306098E-05;-4,409194E-05;1,473818E-06;2,215094E-05;4,198933E-05;9,241918E-05;0,0001489579;0,0002323142;0,0003499694;0,0004437329;0,0005076407;0,0005455073;0,0005400694;0,0005071654;0,0004199416;0,0003137345;0,0001249239;-9,057859E-05;-0,0002739398;-0,0004002796;-0,0004743618;-0,000461067;-0,0003934418;-0,0003432629;-0,0002776179;-0,0002225194;-0,00018648;-0,0001657577;-0,000181165;-0,0001720376;-0,0002040063;-0,0002495332;-0,0003100843;-0,0003554156;-0,0003930301;-0,0004042437;-0,000420805;-0,000418665;-0,0003948112;-0,000354239;-0,0002874159;-0,0002192165;-0,0001369345;-5,618331E-05;1,394443E-05;7,635227E-05;0,0001119181;0,0001283305;0,0001258551;0,0001075421;6,403687E-05;2,416328E-05;-2,049759E-05;-2,619621E-05;-3,891438E-05;-4,908396E-05;-2,864606E-05;-1,6943E-05;-2,813467E-07;1,382656E-05;2,214473E-05;-9,07536E-06;-2,587397E-05;-5,883144E-05;-0,0001275497;-0,0001766656;-0,0002246475;-0,0002391723;-0,0002747123;-0,0002580269;-0,000236382;-0,0002016617;-0,0001613301;-8,419857E-05;-1,918248E-05;2,246146E-06;6,186473E-05;7,628792E-05;7,083225E-05;6,3995E-05;5,459761E-05;4,326791E-05;1,621344E-05
"7";9,390116E-05;0,0001124758;0,0001301164;0,0001347026;0,0001330607;0,0001436943;0,0001476163;0,0001673176;0,0001840078;0,0001934454;0,0002167421;0,0002381206;0,0002386814;0,0002398886;0,0002198498;0,000162668;9,630081E-05;1,694076E-05;-4,200409E-05;-6,811401E-05;-2,666946E-05;2,325315E-05;3,67777E-05;6,185507E-05;9,787636E-05;0,0001441987;0,0002137801;0,0003264852;0,0004133224;0,0004662068;0,0005142273;0,000523429;0,0004939818;0,0004334534;0,0003398897;0,0001464803;-6,460102E-05;-0,0002376052;-0,0003663623;-0,0004373221;-0,000440614;-0,0003845991;-0,0003261168;-0,0002847644;-0,0002267502;-0,0001960699;-0,0001735565;-0,0001696606;-0,0001804882;-0,000216414;-0,0002538559;-0,0002987668;-0,00034781;-0,0003806996;-0,000387978;-0,0004013818;-0,0004009582;-0,0003947332;-0,0003557497;-0,0002892795;-0,0002241675;-0,000155879;-8,90852E-05;-2,462493E-05;4,055726E-05;9,31515E-05;0,0001381968;0,0001587589;0,0001325534;6,752444E-05;2,330029E-05;-9,015785E-06;-2,976565E-05;-2,955412E-05;-3,244149E-05;-1,562372E-05;-1,026178E-05;1,082884E-05;3,518077E-05;4,358095E-05;4,092924E-05;-8,681003E-06;-7,899784E-05;-0,0001470425;-0,0002055801;-0,0002638141;-0,0002772769;-0,0002777685;-0,0002795975;-0,0002578701;-0,0002170524;-0,0001653943;-0,0001082514;-3,247877E-05;3,176622E-05;8,331306E-05;0,0001126858;0,0001339624;0,0001369941;0,0001327083;0,000165866;0,0001703329
"8";0,0001049548;0,0001268568;0,0001498207;0,0001587557;0,0001511069;0,0001551213;0,0001684341;0,000188329;0,0002015254;0,0002141079;0,000224035;0,0002474369;0,0002476454;0,000242445;0,0002248415;0,0001672608;0,0001028296;1,480293E-05;-5,709918E-05;-8,120212E-05;-3,921464E-05;2,540379E-06;2,464622E-05;4,731258E-05;9,191671E-05;0,0001628846;0,000237104;0,0003611069;0,000453526;0,0005107272;0,0005511682;0,0005474645;0,000503019;0,0004231094;0,0003183019;0,0001116097;-9,567688E-05;-0,0002705931;-0,0003962992;-0,0004559842;-0,0004694249;-0,0003989062;-0,0003469186;-0,00029074;-0,000226941;-0,0001976569;-0,0001881332;-0,0001789431;-0,0001771656;-0,0002114224;-0,0002434887;-0,0003003507;-0,0003459761;-0,0003862094;-0,0004125516;-0,0004296156;-0,000443854;-0,0004314446;-0,0003893458;-0,0003226244;-0,0002339188;-0,0001468427;-6,481263E-05;1,153027E-05;7,681953E-05;0,0001197399;0,0001454283;0,0001455574;0,0001245752;5,963939E-05;2,903026E-05;5,443871E-07;-1,326142E-05;-1,652254E-05;-2,317375E-05;-2,464623E-05;-9,692943E-06;3,166002E-06;1,127491E-05;1,378625E-05;1,74038E-06;-1,021658E-05;-6,348907E-05;-0,0001345688;-0,0001829673;-0,0002404203;-0,0002689009;-0,0002868824;-0,0002892436;-0,0002633661;-0,0002152294;-0,0001708922;-9,818042E-05;-2,44798E-05;2,156408E-05;6,137666E-05;4,094024E-05;7,487237E-05;9,45668E-05;0,0001128073;0,0001396997;0,0001538918
"9";8,47753E-05;0,0001208307;0,0001445154;0,0001452165;0,000147576;0,000151354;0,0001606025;0,0001707497;0,0001843778;0,0001892115;0,0001906999;0,0002080737;0,0002179719;0,0002145184;0,0001896283;0,0001476712;7,246928E-05;-6,35902E-06;-8,051713E-05;-0,0001387105;-0,0001652036;-0,0001599044;-0,00012298;-5,168544E-05;4,664845E-05;0,000161692;0,0002814318;0,0004155866;0,0005056545;0,0005495668;0,0005403278;0,0004898224;0,0003844683;0,0002450161;0,000106894;-4,488346E-05;-0,0001815709;-0,0002853861;-0,0003554026;-0,0003836088;-0,0003480029;-0,0002742729;-0,0002082888;-0,000132012;-7,836141E-05;-3,722354E-05;-3,837878E-05;-6,03165E-05;-8,632176E-05;-0,000146653;-0,0002137767;-0,0002729541;-0,0003269346;-0,000372062;-0,0003806531;-0,0003838458;-0,000379586;-0,0003485601;-0,0003125856;-0,0002573302;-0,0002019326;-0,0001321946;-5,852143E-05;1,550041E-06;5,585034E-05;0,0001104203;0,0001476469;0,0001594247;0,0001505202;0,0001010811;6,293303E-05;2,478497E-05;-5,048394E-06;-3,127166E-05;-4,187303E-05;-4,053462E-05;-3,263075E-05;-2,943717E-05;-2,529708E-05;-1,027963E-05;-1,936487E-05;-2,660639E-05;-6,695678E-05;-9,953158E-05;-0,0001311525;-0,000168323;-0,0001990484;-0,0002280641;-0,0002172191;-0,0001895007;-0,0001725762;-0,0001207207;-9,281012E-05;-2,567389E-05;2,685517E-05;9,317884E-05;0,0001087138;0,0001433114;0,0001139156;0,0001189898;0,000101432;8,033145E-05
"10";8,205084E-05;0,0001124935;0,0001344297;0,0001383517;0,0001445782;0,0001462362;0,0001610586;0,0001673562;0,000178321;0,0001855494;0,0001893455;0,0002052956;0,0002040722;0,0002002537;0,0001791742;0,0001400275;7,05254E-05;-9,534197E-07;-6,435691E-05;-0,0001175049;-0,0001478861;-0,0001478507;-0,0001064866;-3,315613E-05;6,670169E-05;0,0001717566;0,0002783372;0,0004121947;0,0005023206;0,0005420428;0,0005296313;0,000480848;0,0003855234;0,0002499965;0,000107925;-4,322233E-05;-0,0001711843;-0,0002833339;-0,0003461069;-0,0003697429;-0,000347993;-0,000268135;-0,0002103653;-0,0001462831;-8,960407E-05;-5,58953E-05;-4,487889E-05;-7,657392E-05;-9,827694E-05;-0,0001586407;-0,0002193888;-0,000276713;-0,0003220346;-0,0003596978;-0,000372458;-0,0003787656;-0,0003793894;-0,0003437799;-0,0003052359;-0,0002584294;-0,0001922368;-0,0001314562;-5,546387E-05;8,144707E-07;5,577423E-05;0,0001008919;0,0001328893;0,0001519925;0,0001342891;9,299646E-05;6,080003E-05;2,701211E-05;-7,10896E-06;-2,504027E-05;-2,56433E-05;-2,920497E-05;-2,874291E-05;-2,265832E-05;-1,367941E-05;-1,461041E-05;-3,001589E-05;-3,308943E-05;-6,441634E-05;-0,0001030929;-0,0001414755;-0,0001853493;-0,0002067938;-0,000211973;-0,0002028685;-0,0001891549;-0,0001636411;-0,0001249095;-8,143019E-05;-3,389634E-05;1,159045E-05;7,399984E-05;9,759863E-05;0,0001026973;0,0001109148;9,196198E-05;9,981732E-05;0,0001023431
